"vramHash1",  "vramHash2",  "title",              "dmaFix", "comment"
"0xf9e89757", "0x66278ec0", "HARVEST-MOON G",     "0x0000", "Harvest Moon GB (USA)"
"0xee7775bd", "0x5ca9d793", "HATRIS",             "0x0000", "Hatris (Japan, USA)"
"0xd3d52dc8", "0xef979242", "HAYAOSI KUIZU",      "0x0000", "Hayaoshi Quiz - Ouza Ketteisen (Japan)"
"0xec1cc5bb", "0x14a97ba3", "HEAD ON",            "0x0000", "Head On (Japan)"
"0x7b360167", "0xed3f96e8", "HEIANKYO ALIEN",     "0x0000", "Heiankyo Alien (USA), Heiankyou Alien (Japan)"
"0x7b98c38e", "0xad8076d4", "HERCULES",           "0x0000", "Hercules (USA, Europe)"
"0x73a8c57b", "0x4e5b5ffb", "HERCULES EIKOU",     "0x0000", "Heracles no Eikou - Ugokidashita Kamigami (Japan)"
"0xe4792058", "0x13621c3d", "HIGH STAKES",        "0x0000", "High Stakes (USA)"
"0xc144bcab", "0xf6c2c0ee", "HINSYUTU EIBUN",     "0x0000", "Goukaku Boy Series - Kirihara Shoten Hinshutsu Eibunpou Gohou Mondai 1000 (Japan)"
"0xbac4bb32", "0x11139763", "HIRYU GAIDEN",       "0x0000", "Hiryuu no Ken Gaiden (Japan)"
"0x24f074c8", "0x9193cf40", "HIT THE ICE",        "0x0000", "Hit the Ice - VHL - The Official Video Hockey League (USA, Europe)"
"0xa73564ac", "0x006734f9", "HOIHOI DMG BAN",     "0x0000", "Hoi Hoi - Game Boy Ban (Japan)"
"0x12a1398d", "0x6e0bec08", "HOKUTO NO KEN ",     "0x0000", "Hokuto no Ken - Seizetsu Juuban Shoubu (Japan)"
"0x0f42d36b", "0xad01e2b0", "HOME ALONE",         "0x0000", "Home Alone (Japan)"
"0xd46a2840", "0x20731945", "HOME ALONE",         "0x0000", "Home Alone (USA, Europe)"
"0xb416685e", "0x07518481", "HOME ALONE2",        "0x0000", "Home Alone 2 - Lost In New York (USA, Europe)"
"0x324576d0", "0x64f6d8a5", "HON SHOGI",          "0x0000", "Hon Shougi (Japan)"
"0x89529bf3", "0x9d1ca5fc", "HONG KONG",          "0x0000", "Hong Kong (Japan)"
"0xf4a7ddd2", "0x17cee232", "HONMEI BOY",         "0x0000", "Honmei Boy (Japan)"
"0x815efe19", "0x0fb364be", "HOOK",               "0x0000", "Hook (Japan)"
"0x85a741e0", "0x50c90878", "HOOK",               "0x0000", "Hook (Europe)"
"0x8cc8b3ef", "0x5a20e092", "HOOK",               "0x0000", "Hook (USA)"
"0x61efe440", "0x9474afde", "HOSHINOKA-BI",       "0x0000", "Hoshi no Kirby (Japan) (Rev A), Hoshi no Kirby (Japan)"
"0xbb921162", "0x61e5352f", "HUDSON HAWK",        "0x0000", "Hudson Hawk (Japan), Hudson Hawk (USA)"
"0x2e3c12d9", "0x9f526a9b", "HUGO",               "0x0000", "Hugo (Europe)"
"0x2d8eb18c", "0x27a02e60", "HUGO2",              "0x0000", "Hugo 2 (Germany)"
"0xe1604bf0", "0xcc413a3e", "HUNCHBACK",          "0x0000", "Hunchback of Notre Dame, The - 5 Foolishly Fun Topsy Turvy Games (USA, Europe)"
"0xa3cfe1b9", "0x7b914378", "HYPER BB 95",        "0x0000", "Hyper Black Bass '95 (Japan) (En,Ja)"
"0x192cc6c3", "0x8b984e7e", "HYPER BLACKBAS",     "0x0000", "Black Bass - Lure Fishing (USA)"
"0xd368cd77", "0x6241ecb6", "HYPER BLACKBAS",     "0x0000", "Hyper Black Bass (Japan) (En,Ja)"
"0x91125c8d", "0xf0935694", "HYPER DUNK",         "0x0000", "Hyper Dunk (Europe)"
"0xff3bd897", "0x6d4634c2", "HYPERLODERUNNE",     "0x0000", "Hyper Lode Runner (World) (Rev A)"
"0x9ecbc668", "0xa645d2e2", "Heavyweight Boxing", "0x0000", "Heavyweight Championship Boxing (USA)"
"0x6e1d7347", "0x53d021d9", "IN YOUR FACE",       "0x0000", "In Your Face (USA)"
"0x983f61b6", "0x9e9fc1f7", "INDIANA JONES",      "0x0000", "Indiana Jones - Saigo no Seisen (Japan)"
"0x8c381ef6", "0x2c2c6e56", "INDIANA JONES ",     "0x0000", "Indiana Jones and the Last Crusade (USA, Europe)"
"0x1f475dcf", "0x07f94d2b", "INFREY QUEST",       "0x0000", "Adventures of Pinocchio, The (Unknown) (Proto)"
"0xed158d85", "0xf9c523a9", "IREM FIGHTER",       "0x0000", "Shuyaku Sentai Irem Fighter (Japan)"
"0xcd0bcd87", "0x727f2628", "IRON MAN X-O",       "0x0000", "Iron Man X-O Manowar in Heavy Metal (USA, Europe)"
"0x7f6434c1", "0x545c2c9d", "ISHIDO JPN VER",     "0x0000", "Ishido - The Way of Stones (Japan)"
"0x8b2feedd", "0xf84108e3", "ISHIDO USA VER",     "0x0000", "Ishido - The Way of Stones (USA)"
"0x884d44b1", "0x3c376627", "ITCHY & SCRATC",     "0x0000", "Simpsons Itchy & Scratchy, The - Miniature Golf Madness (USA, Europe)"
"0x25cab5f4", "0x21aaca15", "Ikari No Yousai 2",  "0x0000", "Ikari no Yousai 2 (Japan)"
"0x39ce1bea", "0xc49f36c3", "J CONNORS TENN",     "0x0000", "Jimmy Connors Tennis (USA, Europe)"
"0x45cac450", "0xc623b1b1", "J CONNORS TENN",     "0x0000", "Jimmy Connors no Pro Tennis Tour (Japan)"
"0x3ab23d91", "0xad79d664", "J.CUP SOCCER",       "0x0000", "Jaleco J.Cup Soccer (Japan)"
"0x710c65b3", "0x9fe34c16", "J.LEAGUE LIVE ",     "0x0000", "J.League Live '95 (Japan)"
"0xe40575a3", "0x25852319", "JAMES  BOND  0",     "0x0000", "James Bond 007 (USA, Europe)"
"0x97284cad", "0x9f460179", "JAMES POND",         "0x0000", "Super James Pond (Europe)"
"0x9c0962be", "0xe56b3fb0", "JANKENMAN",          "0x0000", "Jankenman (Japan)"
"0xfb8059b0", "0xf5ae2aed", "JANSHIRO",           "0x0000", "Janshirou (Japan)"
"0xed3c7a64", "0xbe15b6f9", "JANSHIRO2",          "0x0000", "Janshirou II - Sekai Saikyou no Janshi (Japan)"
"0x2aa7a1fd", "0xc020c3f4", "JANTAKUBOY",         "0x0000", "Jantaku Boy (Japan)"
"0xe304ca7d", "0xf9afca79", "JEEP JAMBOREE",      "0x0000", "Jeep Jamboree (USA)"
"0x0260625f", "0xcec9672a", "JELLY BOY",          "0x0000", "Jelly Boy (Europe)"
"0x98f88dd9", "0xc1479baa", "JEOPARDY",           "0x0000", "Jeopardy! (USA)"
"0xf409fd7d", "0xe8f12a80", "JEOPARDY SPORT",     "0x0000", "Jeopardy! - Sports Edition (USA)"
"0x79a8da88", "0x6f50d684", "JET PACK",           "0x0000", "Jet Pack (USA, Europe) (Beta)"
"0xc19db03b", "0xeccf6ecf", "JIKUUSENKI-MU",      "0x0000", "Jikuu Senki Mu (Japan)"
"0xcfe20ae4", "0xd27e60d2", "JINSEI",             "0x0000", "Jinsei Game Densetsu (Japan)"
"0x79d2c70e", "0x83c713b8", "JLEAGUE",            "0x0000", "Nihon Daihyou Team France de Ganbare! - J.League Supporter Soccer (Japan)"
"0x772b0889", "0x5a2f992f", "JOE AND MAC",        "0x0000", "Joe & Mac - Caveman Ninja (Europe) (En,Fr,De,Es,It,Nl,Sv)"
"0xbd213f15", "0x7be9a464", "JOE AND MAC",        "0x0000", "Joe & Mac (USA)"
"0x92d3181b", "0x6fcba1a5", "JUDGE DREDD",        "0x0000", "Judge Dredd (Japan), Judge Dredd (USA, Europe)"
"0x3d32fbeb", "0xe387ebdb", "JUNGLE BOOK",        "0x0000", "Jungle Book, The (USA, Europe)"
"0x239da979", "0x440c1f1c", "JUNGLE STRIKE",      "0x0000", "Jungle Strike (USA, Europe)"
"0xfbf0c712", "0x0facf4b3", "JUNGLE WARS",        "0x0000", "Jungle Wars (Japan)"
"0xfabcf770", "0x70379205", "JURASSIC PARK",      "0x0000", "Jurassic Park (Europe) (En,Fr,De,Es,It), Jurassic Park (USA)"
"0x6f1d267c", "0x8a596845", "Jordan vs Bird",     "0x0000", "Jordan vs Bird - One on One (Japan), Jordan vs Bird - One on One (USA, Europe)"
"0xdfda6b1e", "0x3becda5d", "Joshua",             "0x0000", "Joshua & the Battle of Jericho (USA) (Unl)"
"0x3ad2227e", "0x986977c6", "Jurassic Park 2",    "0x0000", "Jurassic Park Part 2 - The Chaos Continues (USA, Europe) (En,Fr,De,It)"
"0x2622c609", "0xa77429a9", "KAERUNOTAMENI",      "0x0000", "Kaeru no Tame ni Kane wa Naru (Japan)"
"0x3ce6c778", "0x1ab88c17", "KAGUYAHIME",         "0x0000", "Pachinko Kaguya Hime (Japan)"
"0xdb4abb84", "0x1f855b74", "KANDUME MONSTE",     "0x0000", "Kandume Monsters (Japan)"
"0x2f14ce27", "0x078ba8eb", "KANJIRO       ",     "0x0000", "Pocket Kanjirou (Japan)"
"0x445b32c4", "0xf5e40245", "KANKI-TUMESHOG",     "0x0000", "Tsumeshougi - Kanki Godan (Japan) (Beta)"
"0x59b76840", "0xfa90e40d", "KANKI-TUMESHOG",     "0x0000", "Tsumeshougi - Kanki Godan (Japan)"
"0x0f296fa0", "0x8940c102", "KANYOUKU",           "0x0000", "Goukaku Boy Series - Gakken - Kanyouku Kotowaza 210 (Japan)"
"0xa626f1f2", "0x7584b451", "KARAMUCHO ZIKE",     "0x0000", "Karamuchou no Daijiken (Japan)"
"0x8c89aa47", "0xc27852d7", "KASEKI REBORN",      "0x0000", "Kaseki Sousei Reborn (Japan)"
"0x1d3cf92f", "0xee8f5554", "KATTOBI ROAD",       "0x0000", "Kattobi Road (Japan)"
"0xb36d4710", "0xd6afa6de", "KAWANUSHI3    ",     "0x0000", "Kawa no Nushi Tsuri 3 (Japan)"
"0x77c99546", "0x94882d48", "KEIBA KIZOKU",       "0x0000", "Kachiuma Yosou Keiba Kizoku (Japan)"
"0x89c32a62", "0xac25c88a", "KEIBAKIZOKU EX",     "0x0000", "Kachiuma Yosou Keiba Kizoku EX '94 (Japan), Kachiuma Yosou Keiba Kizoku EX '95 (Japan)"
"0x54a9562d", "0x6578929a", "KEITAI KEIBA 8",     "0x0000", "Keitai Keiba Eight Special (Japan)"
"0xa641b25d", "0x40de2c5f", "KEN GRIFFEY JR",     "0x0000", "Ken Griffey Jr. Presents Major League Baseball (USA, Europe)"
"0x4847f6ff", "0x4fc8b229", "KESAMARU",           "0x0000", "Panel no Ninja Kesamaru (Japan)"
"0x8ff5ca5e", "0x07deb53d", "KID DRACULA",        "0x0000", "Kid Dracula (USA, Europe)"
"0x1615d8f1", "0x1273a391", "KID ICARUS",         "0x0000", "Kid Icarus - Of Myths and Monsters (USA, Europe)"
"0x1770b02b", "0xcb5d1aba", "KID NIKI",           "0x0000", "Ganso!! Yancha Maru (Japan)"
"0x0f563e18", "0xf93edff6", "KILLER TOMATOE",     "0x0000", "Attack of the Killer Tomatoes (Japan)"
"0x622352c8", "0x7dd1c1e5", "KILLER TOMATOE",     "0x0000", "Attack of the Killer Tomatoes (USA, Europe)"
"0xfff04000", "0x59502000", "KILLERINSTINCT",     "0x0000", "Killer Instinct (USA, Europe)"
"0xdea18375", "0xd16c4259", "KINGDOM CRUSAD",     "0x0000", "Kingdom Crusade (USA)"
"0x09ab898a", "0xffa349b7", "KINGOFTHEZOO",       "0x0000", "King of the Zoo (Europe)"
"0x9b1492dc", "0xd6771e19", "KINTARO ACG",        "0x0000", "Masakari Densetsu - Kintarou Action Hen (Japan)"
"0x9ea45574", "0xa86b771c", "KINTARO RPG",        "0x0000", "Masakari Densetsu - Kintarou RPG Hen (Japan)"
"0xd0a5220c", "0x6a0a6424", "KIRAKIRA KIDS",      "0x0000", "Kirby no Kirakira Kids (Japan)"
"0x2e740367", "0x8e59c378", "KIRBY BLOCKBAL",     "0x0000", "Kirby no Block Ball (Japan)"
"0x7b67ffb6", "0xac2e6404", "KIRBY BLOCKBAL",     "0x0000", "Kirby's Block Ball (USA, Europe)"
"0xe0f677a2", "0x60329e80", "KIRBY DREAM LA",     "0x0000", "Kirby's Dream Land (USA, Europe)"
"0x3561044e", "0x3eea4abc", "KIRBY'S PINBAL",     "0x0000", "Kirby no Pinball (Japan)"
"0xa2fcbd30", "0x9388c6ba", "KIRBY'S PINBAL",     "0x0000", "Kirby's Pinball Land (USA, Europe)"
"0x439789d8", "0x0d33310c", "KIRBY2",             "0x0000", "Hoshi no Kirby 2 (Japan), Kirby's Dream Land 2 (USA, Europe)"
"0xaeb3ff8f", "0xee5f477c", "KITCHIN PANIC",      "0x0000", "Kitchen Panic (Japan)"
"0xb0df541e", "0x13ac5072", "KITERETU ZYURA",     "0x0000", "Kiteretsu Daihyakka - Bouken Ooedo Juraki (Japan)"
"0x485d757e", "0xfc131af2", "KIWAME-GB",          "0x0000", "Pro Mahjong Kiwame GB (Japan)"
"0x643f22e2", "0x55016c16", "KLAX",               "0x0000", "Klax (Japan)"
"0xa3264be8", "0x18a3c0ad", "KLAX",               "0x0000", "Klax (USA)"
"0xa945b8ec", "0x40bd8ba4", "KOF HEATOFBATT",     "0x0000", "King of Fighters, The - Heat of Battle (Europe)"
"0xc2764260", "0x912e1916", "KOI WA KAKEHIK",     "0x0000", "Koi wa Kakehiki (Japan)"
"0x6e39293e", "0xaafcc111", "KOKIATSUBOY",        "0x0000", "Koukiatsu Boy (Japan)"
"0xa8062ada", "0x7571b1be", "KONAMI GOLF",        "0x0000", "Konami Golf (Europe)"
"0x236d025d", "0xbb7d37d2", "KONAMIC BASKET",     "0x0000", "Konamic Basket (Japan)"
"0xe4b4245a", "0xbeae091d", "KONAMIC GOLF",       "0x0000", "Konamic Golf (Japan)"
"0x56303a43", "0x7ef6529b", "KONAMIC SPORTS",     "0x0000", "Konamic Sports in Barcelona (Japan)"
"0x57b6f1c7", "0x0866d32d", "KONAMICICEHOCK",     "0x0000", "Konamic Ice Hockey (Japan)"
"0x580a69f4", "0x033df3ee", "KONCHU HAKASE",      "0x0000", "Konchuu Hakase (Japan) (Rev A), Konchuu Hakase (Japan)"
"0x3f26dc81", "0xb21f736e", "KORODICE",           "0x0000", "Koro Dice (Japan)"
"0x5601e12d", "0x6ece45ef", "KRUSTY",             "0x0000", "Krusty World (Japan), Krusty's Fun House (USA, Europe)"
"0xac84504c", "0x2942d61a", "KUMANOPUTARO",       "0x0000", "Kuma no Puutarou - Takara Sagashi da Ooiri Game Battle! (Japan)"
"0x9858719c", "0x3326b677", "KUNIO",              "0x0000", "Nekketsu Kouha Kunio-kun - Bangai Rantou Hen (Japan)"
"0x904c1f03", "0x789f156b", "KWIRK",              "0x0000", "Kwirk - He's A-maze-ing! (USA, Europe)"
"0x4d5fe1f9", "0x00f70c2c", "KYORCHANLANDHI",     "0x0000", "Kyoro-chan Land (Japan)"
"0x01096fa3", "0x4fadb6f1", "KYOUDAI JINGI",      "0x0000", "Uchiiwai - Kyoudaijingi no Puzzle Game (Japan)"
"0xf665b2eb", "0x9f81fde2", "King James Bible",   "0x0000", "King James Bible (USA) (Unl), NIV Bible & the 20 Lost Levels of Joshua (USA) (Unl)"
"0x3204ccfd", "0x1a648642", "LAMBORGHINI",        "0x0000", "Lamborghini American Challenge (USA, Europe)"
"0x00fed806", "0xaffdd739", "LAST ACTION HE",     "0x0000", "Last Action Hero (USA, Europe)"
"0xf5ad26c3", "0x7c283539", "LAST BIBLE",         "0x0000", "Megami Tensei Gaiden - Last Bible (Japan)"
"0x6a31adfd", "0x03652bf1", "LAST BIBLE2",        "0x0000", "Megami Tensei Gaiden - Last Bible II (Japan)"
"0xc3afe463", "0x20b8c6cd", "LAWNMOWER MAN",      "0x0000", "Lawnmower Man, The (Europe)"
"0xc6970db2", "0x238e02a6", "LAZLOS LEAP",        "0x0000", "Lazlos' Leap (USA)"
"0x41fb9e63", "0xf650f0af", "LEGEND",             "0x0000", "Legend (Japan)"
"0x5ed7838f", "0x2c193099", "LEGEND OF ZERD",     "0x0000", "Zerd no Densetsu (Japan)"
"0x40fc9955", "0x94a7fd00", "LEMMINGS",           "0x0000", "Lemmings (Europe)"
"0x495e2037", "0x5e9defa4", "LEMMINGS",           "0x0000", "Lemmings (Europe) (Rev A), Lemmings (USA)"
"0x508c9175", "0xfc28f1ea", "LEMMINGS",           "0x0000", "Lemmings (Japan)"
"0x54d2f0a7", "0x238d6b11", "LEMMINGS 2",         "0x0000", "Lemmings 2 - The Tribes (Europe)"
"0xafa75779", "0xec6ad1ea", "LETHAL WEAPON",      "0x0000", "Lethal Weapon (USA, Europe)"
"0xcea31e2d", "0xa7db1ac0", "LINGO",              "0x0000", "Lingo (Europe) (En,Fr,De,Nl)"
"0xc3b849c6", "0xe28dba00", "LITTLE INDIAN",      "0x0000", "Indien dans la Ville, Un (France)"
"0x9c7d9cc3", "0x18588ac3", "LITTLE MASTER",      "0x0000", "Little Master - Raikuban no Densetsu (Japan)"
"0x1dd08852", "0x5296b6a4", "LITTLE MASTER ",     "0x0000", "Little Master 2 - Raikou no Kishi (Japan)"
"0x4af60597", "0xf48bb2f8", "LITTLE MERMAID",     "0x0000", "Little Mermaid, The (Europe)"
"0xfd298ba3", "0xed4fb15c", "LITTLE MERMAID",     "0x0000", "Little Mermaid, The (USA)"
"0xe201a30a", "0x0cc9e88c", "LOCK'N CHASE",       "0x0000", "Lock n' Chase ~ Lock 'n' Chase (World)"
"0x942b3319", "0xf67cf3f8", "LOLO",               "0x0000", "Lolo no Daibouken (Japan)"
"0xe2082b43", "0xdc83108e", "LOLO2",              "0x0000", "Adventures of Lolo (Europe)"
"0x7db69807", "0x5870f0ad", "LOONEY TUNES",       "0x0000", "Looney Tunes - Bugs Bunny to Yukai na Nakama-tachi (Japan)"
"0x83661813", "0x668bb2ea", "LOONEY TUNES",       "0x0000", "Looney Tunes (USA, Europe)"
"0x6249d956", "0xefb76e94", "LOOPZ",              "0x0000", "Loopz (World)"
"0xbc2779cb", "0x63cd74db", "LOST WORLD",         "0x0000", "Lost World, The - Jurassic Park (USA, Europe), Monde Perdu, Le - Jurassic Park (France)"
"0x9fe911f7", "0xbd60f061", "LUCKY LUKE",         "0x0000", "Lucky Luke (Europe) (En,Fr,De,Es)"
"0xbe28c979", "0x8fc8417c", "LUCKY MONKEY",       "0x0000", "Lucky Monkey (Japan)"
"0x3460badb", "0x5a39b9ea", "LUCLE",              "0x0000", "Lucle (Japan, Europe)"
"0x0828a799", "0xb64e9673", "LUNA LANDER",        "0x0000", "Lunar Lander (Japan)"
"0xbd8c2303", "0xbfd58113", "MACH GO",            "0x0000", "Mach Go Go Go (Japan)"
"0x4faa2cee", "0xbc9ca918", "MADDEN '97",         "0x0000", "Madden '97 (USA)"
"0xc8940cd7", "0x3e62ffd5", "MADDEN 95",          "0x0000", "Madden '95 (USA, Europe)"
"0x9e121060", "0x99503e91", "MADDEN 96",          "0x0000", "Madden '96 (USA, Europe)"
"0x7034fe80", "0xc887f1c2", "MAGNETIC SOCCE",     "0x0000", "Magnetic Soccer (Europe)"
"0xc9c11949", "0x6af79d6d", "MAHJONGKYOUSIT",     "0x0000", "Nada Asatarou & Kojima Takeo no Jissen Mahjong Kyoushitsu (Japan)"
"0x2118b876", "0xfca35a08", "MAHJONGYOSHIMO",     "0x0000", "Nichibutsu Mahjong - Yoshimoto Gekijou (Japan)"
"0xb452973b", "0x2b80affc", "MAHOUJINGURUGU",     "0x0000", "Mahoujin Guruguru (Japan)"
"0x12c6a6e1", "0xcef96664", "MAKAIMURAGAIDE",     "0x0000", "Makai Mura Gaiden - The Demon Darkness (Japan)"
"0x6a54cffb", "0x1449b592", "MAKIBAO",            "0x0000", "Midori no Makibaou (Japan)"
"0x2d9c5491", "0xc0ec03d6", "MANSELL",            "0x0000", "Nigel Mansell's World Championship Racing (Europe)"
"0x830c99d5", "0xd1c8a2ed", "MANSELL",            "0x0000", "Nigel Mansell's World Championship (USA)"
"0x9ebd1011", "0xcdea80fd", "MARBLE MADNESS",     "0x0000", "Marble Madness (USA, Europe)"
"0x19ad51d9", "0x93dc51c4", "MARIO & YOSHI",      "0x0000", "Mario & Yoshi (Europe)"
"0x63fb862c", "0x1d7c30e9", "Mario's Picross",    "0x0000", "Mario no Picross (Japan)"
"0xe65713f3", "0x2e88a003", "Mario's Picross",    "0x0000", "Mario's Picross (USA, Europe)"
"0x425f8e11", "0xc808c29f", "MARIOLAND2",         "0x0000", "Super Mario Land 2 - 6 Golden Coins (USA, Europe) (Rev A)"
"0x4262226b", "0xc9fc1270", "MARIOLAND2",         "0x0000", "Super Mario Land 2 - 6 Golden Coins (USA, Europe)"
"0x44334e16", "0x93393dab", "MARIOLAND2",         "0x0000", "Super Mario Land 2 - 6 Golden Coins (USA, Europe) (Rev B)"
"0x66022b35", "0xb92a6f99", "MARIOLAND2",         "0x0000", "Super Mario Land 2 - 6-tsu no Kinka (Japan) (Rev 1)"
"0x6604be14", "0xbb1c9bb5", "MARIOLAND2",         "0x0000", "Super Mario Land 2 - 6-tsu no Kinka (Japan)"
"0x67d5eb3a", "0xef42c211", "MARIOLAND2",         "0x0000", "Super Mario Land 2 - 6-tsu no Kinka (Japan) (Rev 2)"
"0x2d7fa794", "0x1f2255ff", "MARU'S MISSION",     "0x0000", "Maru's Mission (USA)"
"0x0a0bfd38", "0xe6f6f1e9", "MARUKODXSIATA",      "0x0000", "Chibi Maruko-chan - Maruko Deluxe Theater (Japan)"
"0x0d92e1e1", "0xd7ded45d", "MASTER KARATEK",     "0x0000", "Master Karateka (Japan)"
"0x4f3acb9b", "0xd3d92cbf", "MATTHIAS SAMME",     "0x0000", "Matthias Sammer Soccer (Germany)"
"0x42fac4cc", "0x29ffc5c3", "MAUI MALLARD",       "0x0000", "Maui Mallard (USA)"
"0x430035df", "0xd150ffd1", "MAX",                "0x0000", "Max (Europe)"
"0x37fcf4ca", "0xd72b94c2", "MCDONALDLAND",       "0x0000", "McDonaldland (Europe)"
"0xde3a946c", "0xb2e362aa", "MEGA MAN 2",         "0x0000", "Mega Man II (Europe)"
"0xe874609b", "0xd08313dc", "MEGA MAN 2",         "0x0000", "Mega Man II (USA)"
"0x2b03a9a5", "0xe19e008c", "MEGALIT",            "0x0000", "Megalit (Japan)"
"0xff9b0455", "0x3fdb5b6b", "MEGALIT",            "0x0000", "Megalit (USA, Europe)"
"0x656f0c5d", "0xfd11428d", "MEGAMAN",            "0x0000", "Mega Man - Dr. Wily's Revenge (Europe)"
"0xa38baae1", "0xa3451b4c", "MEGAMAN",            "0x0000", "Mega Man - Dr. Wily's Revenge (USA)"
"0x04dd2480", "0xedb91dcc", "MEGAMAN3",           "0x0000", "Mega Man III (USA)"
"0x04dd2488", "0xedb91e26", "MEGAMAN3",           "0x0000", "Mega Man III (Europe)"
"0x764285d3", "0x07d9c0b9", "MEGAMAN4",           "0x0000", "Mega Man IV (USA)"
"0xaada3149", "0xcc48c35b", "MEGAMAN4",           "0x0000", "Mega Man IV (Europe)"
"0x79c16f89", "0x735c05c0", "MEGAMAN5",           "0x0000", "Mega Man V (USA)"
"0xae591b00", "0x6b6b5f4a", "MEGAMAN5",           "0x0000", "Mega Man V (Europe)"
"0x774dcf2a", "0xd205f596", "MERCENARY FORC",     "0x0000", "Mercenary Force (USA, Europe)"
"0x009859c4", "0x68af048e", "METAL MASTERS",      "0x0000", "Metal Masters (USA)"
"0x7743cbb7", "0xabd3d412", "METALJACK",          "0x0000", "Kikou Keisatsu Metal Jack (Japan)"
"0x3e141bc6", "0x54a6ee56", "METROID2",           "0x0000", "Metroid II - Return of Samus (World)"
"0xe1ed04ed", "0x8c562aaa", "MICKEY 4",           "0x0000", "Mickey Mouse IV (Japan)"
"0x05cd3179", "0xa110fa3b", "MICKEY 5",           "0x0000", "Mickey Mouse V (Japan)"
"0x246bdb0a", "0x0bb39726", "MICKEY MOUSE",       "0x0000", "Mickey Mouse (Japan)"
"0x445da6c6", "0xd94bc100", "MICKEY MOUSE",       "0x0000", "Mickey Mouse (Europe)"
"0xdc4e6088", "0x15cee607", "MICKEY MOUSE",       "0x0000", "Mickey Mouse - Magic Wands (USA, Europe)"
"0x8ee7ff81", "0x12f11c1b", "MICKEY MOUSE 2",     "0x0000", "Mickey Mouse II (Japan)"
"0xbc6681d5", "0x43d58b15", "MICKEYS CHASE",      "0x0000", "Mickey's Dangerous Chase (Europe)"
"0xcef99108", "0x3b4c6470", "MICKEYS CHASE",      "0x0000", "Mickey's Dangerous Chase (USA)"
"0xff39cd2a", "0x7714b5cc", "MICKEYS CHASE",      "0x0000", "Mickey's Chase (Japan)"
"0xeadb6b72", "0x4a8bb694", "MICRO MACHINES",     "0x0000", "Micro Machines (USA, Europe)"
"0xc4dbf056", "0x77bb7f14", "MIGRAIN ACCLAI",     "0x0000", "Migrain (Japan)"
"0x07b77ec8", "0xa3dbee8a", "MIKENEKO HOLME",     "0x0000", "Mikeneko Holmes no Kishidou (Japan)"
"0x197686f4", "0x62da51af", "MILLI/CENTI/PE",     "0x0000", "Arcade Classic No. 2 - Centipede & Millipede (USA, Europe)"
"0x07b5a6bf", "0x4752cfe9", "MILON CASTLE",       "0x0000", "Milon's Secret Castle (USA, Europe)"
"0xf35c6d48", "0x0a7434eb", "MILON CASTLE",       "0x0000", "Milon no Meikyuu Kumikyoku (Japan)"
"0xc6e3326b", "0x9d82ee86", "MINER 2049ER",       "0x0000", "Miner 2049er Starring Bounty Bob (USA)"
"0x34ecfbe5", "0xbada17f5", "MINESWEEPER",        "0x0000", "Minesweeper - Soukaitei (Japan)"
"0x725856cc", "0xcaea3b65", "MINI PUTT",          "0x0000", "Mini Putt (Japan)"
"0x69971c78", "0x363bdd92", "MINI4BOY",           "0x0000", "Mini 4 Boy (Japan)"
"0x6742cbc9", "0xa739e031", "MINI4BOY2",          "0x0000", "Mini 4 Boy II - Final Evolution (Japan)"
"0xe97644a3", "0x24a208d9", "MINI4WD GB    ",     "0x0000", "Mini Yonku GB Let's & Go!! (Japan)"
"0xe97643e9", "0x249ab4aa", "MINI4WD GB2   ",     "0x0000", "Mini Yonku GB Let's & Go!! - All-Star Battle Max (Japan)"
"0xc81fe796", "0x63e60ac4", "MISSILE COMMAN",     "0x0000", "Missile Command (USA, Europe)"
"0x8ca509c5", "0x507ba749", "MM ULT CHALLEN",     "0x0000", "Mickey's Ultimate Challenge (USA, Europe)"
"0x52209df5", "0x041127aa", "MOGU MOGU Q",        "0x0000", "Oyatsu Quiz Mogu Mogu Q (Japan)"
"0x813e41c3", "0x28161601", "MOGURA DE PON!",     "0x0000", "Mogura de Pon! (Japan)"
"0x69d590e9", "0xda3d4db0", "MOGURANYA",          "0x0000", "Mole Mania (USA, Europe)"
"0x75fdd3a0", "0xb9b4a6e0", "MOGURANYA",          "0x0000", "Moguranya (Japan)"
"0x7b8faa2a", "0xa1b7421b", "MOMOCOL",            "0x0000", "Momotarou Collection (Japan)"
"0x71aabeb9", "0x99e5a5f7", "MOMOTARO DENGE",     "0x0000", "Momotarou Dengeki (Japan)"
"0xca0da1d1", "0x940d3767", "MOMOTARODENGEK",     "0x0000", "Momotarou Dengeki 2 (Japan)"
"0xd148546d", "0x9ea89ecb", "MOMOTARODENGEK",     "0x0000", "Momotarou Collection 2 (Japan)"
"0x83658634", "0x24f78692", "MOMOTAROU GAID",     "0x0000", "Momotarou Densetsu Gaiden (Japan)"
"0xe0038000", "0xd357c000", "MOMOTETSU JR.",      "0x0000", "Momotarou Dentetsu jr. - Zenkoku Ramen Meguri no Maki (Japan)"
"0xc1bb65de", "0xd8a3c69f", "MOMOTETU",           "0x0000", "Super Momotarou Dentetsu (Japan)"
"0x6df74e1a", "0x7596fd12", "MON RACE OTHER",     "0x0000", "Monster Race Okawari (Japan)"
