"vramHash1",  "vramHash2",  "title",              "dmaFix", "comment"
"0x6795ad60", "0x5736794a", "Pokemon Red/Green",  "0x0000", "Pocket Monsters - Aka (Japan) (Rev A), Pocket Monsters - Aka (Japan), Pocket Monsters - Midori (Japan) (Rev A), Pocket Monsters - Midori (Japan)"
"0x55b18a2a", "0xe366f7b7", "Q*BERT II",          "0x0000", "Q-bert for Game Boy (Japan), Q-bert for Game Boy (USA, Europe)"
"0x0ce54b67", "0xd99dd5e7", "QBILLION",           "0x0000", "Q Billion (USA)"
"0x8e7e4756", "0x8c821091", "QBILLION",           "0x0000", "Q Billion (Japan)"
"0xf4104289", "0x5fc799ce", "QIX",                "0x0000", "QIX (World)"
"0x6c671e5f", "0x3c03035f", "QUARTH",             "0x0000", "Quarth (Japan)"
"0xc3567002", "0x7cad177e", "QUARTH",             "0x0000", "Quarth (USA, Europe)"
"0x45092441", "0xc4da4db1", "RACE DAYS",          "0x0000", "Race Days (Europe), Race Days (USA)"
"0x475db67e", "0xc632a1b2", "RACE DRIVIN'",       "0x0000", "Race Drivin' (USA, Europe)"
"0xa40e12ed", "0x53ae877d", "RACING DAMASHI",     "0x0000", "Racing Damashii (Japan)"
"0x0f5a176e", "0xa2f9789d", "RADARMISSION",       "0x0000", "Radar Mission (Japan), Radar Mission (USA, Europe)"
"0xc7ccb9aa", "0x87850ca9", "RAGING FIGHTER",     "0x0000", "Raging Fighter (USA, Europe)"
"0x3aa64f8e", "0x84dab7e2", "RAIJINOU",           "0x0000", "Zettai Muteki Raijin-Oh (Japan)"
"0x674c87f4", "0x7988391c", "RAMPART_GB",         "0x0000", "Rampart (USA, Europe)"
"0x553c562f", "0x9473f0f5", "RAMPART_GB (JP",     "0x0000", "Rampart (Japan)"
"0xf1cc330a", "0x760c5f35", "RANMA 1/2",          "0x0000", "Ranma 1-2 (Japan)"
"0x61f50604", "0x405de130", "RANMA1/2 PART2",     "0x0000", "Ranma 1-2 - Netsuretsu Kakutou Hen (Japan)"
"0x2745126d", "0x1f432500", "RANMA1/2KAKUGE",     "0x0000", "Ranma 1-2 - Kakugeki Mondou!! (Japan)"
"0xbe4bbb7b", "0xe1159504", "RAY THUNDER",        "0x0000", "Ray-Thunder (Japan)"
"0x9f1d0af7", "0xf4cc7c6a", "RAYEARTH1",          "0x0000", "Magic Knight Rayearth (Japan)"
"0xe0000800", "0xc5760400", "RAYEARTH2",          "0x0000", "Magic Knight Rayearth 2nd. - The Missing Colors (Japan)"
"0x54a9d81f", "0x86b6ec75", "REAL GHOSTBUST",     "0x0000", "Real Ghostbusters, The (USA)"
"0x27a699a9", "0x73cb112d", "REALBOUTSPECIA",     "0x0000", "Nettou Real Bout Garou Densetsu Special (Japan)"
"0x95ddd866", "0xbbd0b695", "RED ARREMER",        "0x0000", "Red Arremer - Makai Mura Gaiden (Japan)"
"0xbf1eb301", "0x59595c5a", "RED OCTOBER",        "0x0000", "Red October o Oe! (Japan)"
"0xc91839ca", "0x73f1479c", "RED OCTOBER",        "0x0000", "Hunt for Red October, The (USA, Europe)"
"0xba4bb8e5", "0x2022c9b6", "REKISI MASTER5",     "0x0000", "Goukaku Boy Series - Gakken - Rekishi 512 (Japan)"
"0x56d6e7d7", "0x664ccf29", "REKISINENDAI 2",     "0x0000", "Goukaku Boy Series - Koukou Nyuushi Derujun - Rekishi Nendai Anki Point 240 (Japan)"
"0xfc4c4f3a", "0x0c9901dd", "REN AND STIMPY",     "0x0000", "Ren & Stimpy Show, The - Space Cadet Adventures (USA)"
"0xfc4b9281", "0xdb15714c", "RENTAIOU",           "0x0000", "Rentaiou (Japan)"
"0xf4df4eca", "0x8526be10", "RETRIEVE",           "0x0000", "Bakuchou Retrieve Master (Japan)"
"0xad9b1df4", "0xd1a77637", "RIDDICK BOWE",       "0x0000", "Riddick Bowe Boxing (Europe)"
"0xcd047f64", "0x38e79f3e", "RIDDICK BOWE",       "0x0000", "Riddick Bowe Boxing (USA)"
"0x5f33eff4", "0x08be3e04", "RIKA  ANKI  25",     "0x0000", "Goukaku Boy Series - Koukou Nyuushi Derujun - Rika Anki Point 250 (Japan)"
"0xbb32d59b", "0x6dc09380", "RING RAGE",          "0x0000", "Ring Rage (Japan), Ring Rage (USA)"
"0xb6c13df5", "0xd4fbfa70", "ROAD RASH",          "0x0000", "Road Rash (USA, Europe) (Beta), Road Rash (USA, Europe)"
"0xfb85e49f", "0x910a3a23", "ROADSTER",           "0x0000", "Roadster (Japan)"
"0x1725d07f", "0x02cf332a", "ROBIN HOOD",         "0x0000", "Robin Hood - Prince of Thieves (Europe), Robin Hood - Prince of Thieves (France), Robin Hood - Prince of Thieves (Germany), Robin Hood - Prince of Thieves (Spain), Robin Hood - Prince of Thieves (USA)"
"0x6423f549", "0x24d0fa93", "ROBOCOP",            "0x0000", "RoboCop (USA)"
"0x6424c101", "0x26adaa4b", "ROBOCOP",            "0x0000", "RoboCop (Japan)"
"0xb596ded9", "0x27c9aaf5", "ROBOCOP",            "0x0000", "RoboCop (USA, Europe) (Rev A)"
"0x36f3e181", "0x62963497", "ROCK'N! MONSTE",     "0x0000", "Rock'n! Monster!! (Japan)"
"0x7103dd6d", "0xdcd10170", "ROCKMAN WORLD",      "0x0000", "Rockman World (Japan)"
"0xd4c4bc8c", "0xa1577627", "ROCKMANWORLD3",      "0x0000", "Rockman World 3 (Japan)"
"0x5ddaac73", "0x8b4a05f5", "ROCKMANWORLD4",      "0x0000", "Rockman World 4 (Japan)"
"0xa45ca602", "0x4b521df4", "ROCKMANWORLD5",      "0x0000", "Rockman World 5 (Japan)"
"0xd7164abb", "0xa28ef455", "ROCKY BULLWINK",     "0x0000", "Adventures of Rocky and Bullwinkle and Friends, The (USA)"
"0xe74f339d", "0x2e310a76", "RODLAND",            "0x0000", "Rodland (Europe)"
"0xede0f3e6", "0x44965ce8", "RODLAND",            "0x0000", "Yousei Monogatari - Rod Land (Japan)"
"0x03fcb6bb", "0x6225755a", "ROGER RABBIT",       "0x0000", "Who Framed Roger Rabbit (Spain)"
"0x06ee590b", "0x74e02aa0", "ROGER RABBIT",       "0x0000", "Who Framed Roger Rabbit (Europe)"
"0x2ac51058", "0x52b68841", "ROGER RABBIT",       "0x0000", "Who Framed Roger Rabbit (USA)"
"0x33b6d0d2", "0xd72ca0b6", "ROLAN'S CURSE ",     "0x0000", "Rolan's Curse II (USA)"
"0x5eabf7d6", "0xb5f41e75", "ROLANS CURSE",       "0x0000", "Rolan's Curse (USA)"
"0x02674ab5", "0x9e167331", "RTYPE",              "0x0000", "R-Type (Japan), R-Type (USA, Europe)"
"0xf1cde395", "0xbdeb20d1", "RTYPE 2",            "0x0000", "Mani 4 in 1 (China) (DMG-604 CHN), R-Type II (Europe), R-Type II (Japan)"
"0x48271894", "0xa9b95a1e", "RUBBLE SAVER 2",     "0x0000", "Rubble Saver II (Japan)"
"0x3f614bae", "0xb5bebee6", "RUBBLESA",           "0x0000", "Rubble Saver (Japan)"
"0xf54a6158", "0x2bc9645a", "RUGRATS MOVIE",      "0x0000", "Rugrats Movie, The (USA)"
"0x154d47f0", "0x0d419c8e", "RUNES OF VIRTU",     "0x0000", "Ultima - Runes of Virtue (USA), Ultima - Ushinawareta Runes (Japan)"
"0x9fd7b1a2", "0x361fadd6", "RUNES OF VIRTU",     "0x0000", "Ultima - Runes of Virtue II (USA)"
"0x9fd8a853", "0x3aba3a76", "RUNES OF VIRTU",     "0x0000", "Ultima - Ushinawareta Runes II (Japan)"
"0x4b7feecf", "0x4a04ddc4", "RVT",                "0x0000", "RoboCop vs. The Terminator (USA)"
"0x44fadb1f", "0x2cc6dfae", "RVT           ",     "0x0000", "RoboCop vs. The Terminator (Europe)"
"0x408c7343", "0xe5ee0c0d", "S S BASKET BAL",     "0x0000", "Super Street Basketball 2 (Japan)"
"0x0809d543", "0x40400497", "S S BASKETBALL",     "0x0000", "Super Street Basketball (Japan)"
"0x1931ce76", "0xc912c82b", "S-PACHINKO WAR",     "0x0000", "Super Pachinko Taisen (Japan)"
"0x2837db2b", "0x1b74c815", "SAGA",               "0x0000", "Makai Toushi Sa-Ga (Japan) (Rev A)"
"0x2837db33", "0x1b750d11", "SAGA",               "0x0000", "Makai Toushi Sa-Ga (Japan)"
"0xed344939", "0xcda904c3", "SAGA",               "0x0000", "Final Fantasy Legend, The (USA)"
"0xc299b627", "0xe61e8442", "SAGA2",              "0x0000", "Final Fantasy Legend II (USA)"
"0xe6d7dc29", "0x8e6ade06", "SAGA2",              "0x0000", "Sa-Ga 2 - Hihou Densetsu (Japan) (Rev A), Sa-Ga 2 - Hihou Densetsu (Japan)"
"0x87573c7c", "0x9ce0cba8", "SAGA3",              "0x0000", "Sa-Ga 3 - Jikuu no Hasha (Japan)"
"0xc8b2f5f4", "0xa2d8a651", "SAGA3",              "0x0000", "Final Fantasy Legend III (USA)"
"0xe000f800", "0xc9367c00", "SAGAIA",             "0x0000", "Mani 4 in 1 (China) (DMG-602 CHN), Sagaia (Japan), Taito Variety Pack (Japan)"
"0x3717b049", "0x4a2c8abf", "SAIYUUKI",           "0x0000", "Pachinko Saiyuuki (Japan)"
"0x43ac9274", "0x3ab63d48", "SAME GAME",          "0x0000", "Same Game (Japan)"
"0xe19e4681", "0x68928a06", "SAMURAI SHODOW",     "0x0000", "Samurai Shodown (USA, Europe) (Beta), Samurai Shodown (USA, Europe)"
"0xd3c0b963", "0xf8f19043", "SANGOKUSHI",         "0x0000", "Sangokushi - Game Boy Ban (Japan)"
"0x4b5c9da9", "0xd9c8e39f", "SANRIO CARNIVA",     "0x0000", "Sanrio Carnival 2 (Japan)"
"0x59358f2c", "0xecbedb0e", "SANRIO CARNIVA",     "0x0000", "Sanrio Carnival (Japan)"
"0xb48b9af0", "0x5d05cfd2", "SCHIFFE",            "0x0000", "Schiffe Versenken (Germany) (En,Fr,De,Es)"
"0xb85c82f4", "0xa39c167c", "SCOTLANDYARD",       "0x0000", "Scotland Yard (Japan)"
"0x9ea576cf", "0x388e89f2", "SD HIRYUNOKEN",      "0x0000", "SD Hiryuu no Ken Gaiden (Japan)"
"0xbdad6da1", "0x991fdc33", "SD HIRYUNOKEN2",     "0x0000", "SD Hiryuu no Ken Gaiden 2 (Japan)"
"0xbc7c2fc6", "0x5cc66610", "SD LUPIN THE 3",     "0x0000", "SD Lupin Sansei - Kinko Yaburi Daisakusen (Japan)"
"0x8bbe89ec", "0x1c031457", "SD SEINTPARADA",     "0x0000", "Saint Paradise - Saikyou no Senshi-tachi (Japan)"
"0x9f1c0ad6", "0x8a83a4fe", "SDGUNDAMKUNITO",     "0x0000", "SD Gundam - SD Sengokuden - Kunitori Monogatari (Japan)"
"0x6b91fe32", "0xa9e596f5", "SDSENGOKUDEN2",      "0x0000", "SD Sengokuden 2 - Tenka Touitsu Hen (Japan)"
"0x8eeb32cf", "0xdbda424d", "SDSENGOKUDEN3",      "0x0000", "SD Sengokuden 3 - Chijou Saikyou Hen (Japan)"
"0x96b72d36", "0x3f2fffed", "SEA BATTLE",         "0x0000", "Sea Battle (Europe) (En,Fr,De,Es)"
"0x3fca11c9", "0x8bd1845b", "SEASIDE VOLLEY",     "0x0000", "Seaside Volley (Japan)"
"0x08bb76b0", "0xb25036d1", "SEIKEN DENSETS",     "0x0000", "Final Fantasy Adventure (USA)"
"0xf9e67e0d", "0x244aa38b", "SEIKEN DENSETS",     "0x0000", "Seiken Densetsu - Final Fantasy Gaiden (Japan)"
"0xf2262595", "0xca73ea6d", "SELECTION",          "0x0000", "Selection - Erabareshi Mono (Japan)"
"0x189099b3", "0xeaa05cca", "SELECTION 1&2",      "0x0000", "Selection I & II (Japan)"
"0x2550dab2", "0xec7923dd", "SELECTION 2",        "0x0000", "Selection II - Ankoku no Fuuin (Japan)"
"0xcf0c8dda", "0x6271ceee", "SENGOKUNINJAKU",     "0x0000", "Sengoku Ninja-kun (Japan)"
"0x4e74d446", "0x989a95bb", "SENSIBLE SOCCE",     "0x0000", "Sensible Soccer - European Champions (Europe)"
"0x28333061", "0xe2b40ca6", "SERPENT",            "0x0000", "Serpent (USA)"
"0x19c36bf3", "0x07dfcce1", "SHANGHAI",           "0x0000", "Shanghai (Japan) (Activision)"
"0x1aeb1b8e", "0x3bf0011b", "SHANGHAI",           "0x0000", "Shanghai (Japan) (HAL Laboratory)"
"0x25b48813", "0x8685e80d", "SHANGHAI",           "0x0000", "Shanghai (USA)"
"0x853f751f", "0x766edcbf", "SHANGHAI POCKE",     "0x0000", "Shanghai Pocket (Japan)"
"0x6fed33e7", "0xdc37615a", "SHAQ FU",            "0x0000", "Shaq Fu (USA)"
"0x58aa08fe", "0x58a5ffea", "SHIKINJYO",          "0x0000", "Shikinjou (Japan)"
"0x4b03996b", "0xb7b3d026", "SHIPPO DE BUN",      "0x0000", "Shippo de Bun (Japan)"
"0xca5c8913", "0xaa7921a6", "SHISENSYO",          "0x0000", "Shisenshou - Match-Mania (Japan)"
"0xcb9acfbc", "0xd1423798", "SHOBAISHOBAI",       "0x0000", "Quiz Sekai wa Show by Shoubai!! (Japan)"
"0x8a2b0065", "0xc8be0df7", "SHONENASHIBE",       "0x0000", "Shounen Ashibe - Yuuenchi Panic (Japan)"
"0xe0f6335a", "0x90550272", "SHOOT",              "0x0000", "Aoki Densetsu Shoot! (Japan)"
"0xe11da1f5", "0xbd0e824e", "SHOU HYPER FIS",     "0x0000", "Bakuchou Retsuden Shou - Hyper Fishing (Japan)"
"0x9207a0de", "0x37145a86", "SHOUGI",             "0x0000", "Shougi (Japan)"
"0x390aa93d", "0x98997542", "SI GOLF CLASSI",     "0x0000", "Sports Illustrated - Golf Classic (USA)"
"0xb4ab8857", "0xc151afb3", "SI KIDS",            "0x0000", "Sports Illustrated for Kids - The Ultimate Triple Dare! (USA)"
"0x3c9826d0", "0xd13c8c39", "SI SPORTS",          "0x0000", "Sports Illustrated - Football & Baseball (USA)"
"0xf50ad40e", "0x7757d55c", "SIDE POCKET",        "0x0000", "Side Pocket (World)"
"0xcf5801be", "0x4588e112", "SIKAKKOKUGOAJ6",     "0x0000", "Goukaku Boy Series - Shikakui Atama o Maruku Suru - Kokugo Battle Hen (Japan)"
"0x09adfeb3", "0x81111afc", "SIKAKKOKUGOBF3",     "0x0000", "Goukaku Boy Series - Shikakui Atama o Maruku Suru - Kokugo Battle Hen (Japan) (Special Edition)"
"0xe613b8a2", "0xc5874c90", "SIKAKSYAKAIAK8",     "0x0000", "Goukaku Boy Series - Shikakui Atama o Maruku Suru - Shakai Battle Hen (Japan)"
"0x32b4118b", "0xb56891e3", "SIKAKSYAKAIBE3",     "0x0000", "Goukaku Boy Series - Shikakui Atama o Maruku Suru - Shakai Battle Hen (Japan) (Special Edition)"
"0x3be815f5", "0x99cb21c3", "SIKAKU RIKAAE8",     "0x0000", "Goukaku Boy Series - Shikakui Atama o Maruku Suru - Rika Battle Hen (Japan)"
"0x763e12ea", "0xc34e8b31", "SIKAKU RIKABH4",     "0x0000", "Goukaku Boy Series - Shikakui Atama o Maruku Suru - Rika Battle Hen (Japan) (Special Edition)"
"0xf44f7a19", "0x92aaaca8", "SIKAKUI S BAT",      "0x0000", "Goukaku Boy Series - Shikakui Atama o Maruku Suru - Sansuu Battle Hen (Japan)"
"0x1544118b", "0xfb4891e3", "SIKAKUI S BBB4",     "0x0000", "Goukaku Boy Series - Shikakui Atama o Maruku Suru - Sansuu Battle Hen (Japan) (Special Edition)"
"0x45b5bf7c", "0x97d9f106", "SIKAKUJOSIKBJ3",     "0x0000", "Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Joushiki no Sho (Japan)"
"0x0b5fc287", "0x3af5642b", "SIKAKUJOSIKBS4",     "0x0000", "Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Joushiki no Sho (Japan) (Special Edition)"
"0x97fea4a3", "0x57324d4e", "SIKAKUKANJIBK4",     "0x0000", "Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Kanji no Tatsujin (Japan) (Special Edition)"
"0x9415bb8c", "0x2948b6d0", "SIKAKUKEISNBC4",     "0x0000", "Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Keisan no Tatsujin (Japan)"
"0x0d4529ed", "0xab0e636e", "SIKAKUNANMNBD4",     "0x0000", "Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Nanmon no Sho (Japan)"
"0x9f586321", "0x642843ee", "SIKAKUZUKEIBZ4",     "0x0000", "Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Zukei no Tatsujin (Japan)"
"0x44032954", "0x03e89e8d", "SIMPSON ESCAPE",     "0x0000", "Bart Simpson's Escape from Camp Deadly (USA, Europe), Bart no Survival Camp (Japan)"
"0xfdbc2709", "0xcf369377", "SIMPSONS 2",         "0x0000", "Simpsons, The - Bart vs. the Juggernauts (USA, Europe)"
"0xdcdaebc4", "0x819635b7", "SIMPSONS3",          "0x0000", "Simpsons, The - Bart & the Beanstalk (USA, Europe), Simpsons, The - Bart no Jack to Mame no Ki (Japan)"
"0x34e50bbb", "0x7b50539a", "SKATE OR DIE B",     "0x0000", "Skate or Die - Bad 'N Rad (USA)"
"0x62b9e936", "0x7ae10f20", "SKATE OR DIE B",     "0x0000", "Skate or Die - Bad 'N Rad (Europe)"
"0xc2f7169a", "0x46d51c82", "SMALL SOLDIERS",     "0x0000", "Small Soldiers (USA, Europe)"
"0xf633bdbb", "0x0f3ba53e", "SMARTCOM",           "0x0000", "SMARTCOM (Europe) (Unl)"
"0xbe407542", "0x4cac79e6", "SMURFS2",            "0x0000", "Smurfs Travel the World, The (Europe) (En,Fr,De,Es)"
"0xe3f0c97d", "0x6c0ba942", "SNEAKY SNAKES",      "0x0000", "Sneaky Snakes (USA, Europe)"
"0x9dd8daec", "0x5379d274", "SNOOPY",             "0x0000", "Snoopy - Magic Show (Japan)"
"0xa27a0fac", "0x3c15ebec", "SNOOPY",             "0x0000", "Snoopy - Magic Show (USA, Europe)"
"0x512c6b41", "0x1e5e135c", "SNOOPY 2",           "0x0000", "Snoopy no Hajimete no Otsukai (Japan)"
"0x62d35351", "0x3c3ea3e2", "SNOW BROS.JR",       "0x0000", "Snow Bros. Jr. (Europe)"
"0x6667f111", "0x990362ab", "SNOW BROS.JR",       "0x0000", "Snow Bros. Jr. (USA)"
"0x7de30093", "0x4601782f", "SOCCER",             "0x0000", "Soccer (Europe) (En,Fr,De)"
"0x91bccf9a", "0xfc01726e", "SOCCER",             "0x0000", "Soccer (Japan)"
"0x17666ff7", "0x577a8850", "SOCCER BOY",         "0x0000", "Soccer Boy (Japan)"
"0x5861a85b", "0x1f870ac3", "SOCCER MANIA",       "0x0000", "Soccer Mania (USA)"
"0x7f31a84a", "0x7e036be3", "SOLARSTRIKER",       "0x0000", "SolarStriker (World)"
"0xb05c295d", "0x5a9d7c66", "SOLDAM GB",          "0x0000", "Soldam (Japan)"
"0xa82d6d92", "0x22e6ba57", "SOLITAIRE     ",     "0x0000", "Solitaire (Japan)"
"0xcf10c026", "0xe2357776", "SOLITAIRE FUNP",     "0x0000", "Solitaire FunPak (USA, Europe)"
"0x1b8ed415", "0xe4db3119", "SOLOMON'S CLUB",     "0x0000", "Solomon's Club (Japan)"
"0x39d2c97a", "0xd2aac65c", "SOLOMON'S CLUB",     "0x0000", "Solomon's Club (USA)"
"0x39d2c9b7", "0xd2aad704", "SOLOMON'S CLUB",     "0x0000", "Solomon's Club (Europe)"
"0x02b4ce82", "0x49b82b15", "SOUKOBAN",           "0x0000", "Soukoban (Japan)"
"0x41d28746", "0x51b1ff99", "SOUKOBAN2",          "0x0000", "Soukoban 2 (Japan)"
"0xe4535ff8", "0x6f481bdc", "SPACE INVADERS",     "0x0000", "Space Invaders (Europe), Space Invaders (USA)"
"0xed45af4a", "0x0ab7a3ca", "SPACE INVADERS",     "0x0000", "Space Invaders (Japan)"
"0x316a20d6", "0xc89a692c", "SPANKY'S QUEST",     "0x0000", "Spanky's Quest (Europe)"
"0xbe28c656", "0x8fc34c21", "SPANKY'S QUEST",     "0x0000", "Spanky's Quest (USA)"
"0x178a558d", "0xb712d447", "SPARTAN X",          "0x0000", "Kung-Fu Master (USA, Europe)"
"0x46d44ed0", "0x4affc7ec", "SPARTAN X",          "0x0000", "Spartan X (Japan)"
"0x6efc296c", "0x8d3b5358", "SPEED BALL 2",       "0x0000", "Speedball 2 - Brutal Deluxe (USA, Europe)"
"0xc08e868c", "0x88ebcfab", "SPEEDY GONZALE",     "0x0000", "Speedy Gonzales (USA, Europe)"
"0xc08e868e", "0x88ebcfd1", "SPEEDY GONZALE",     "0x0000", "Soreyuke! Speedy Gonzales (Japan)"
"0x33d48544", "0x77622b28", "SPELL CHECKER ",     "0x0000", "InfoGenius Productivity Pak - Spell Checker and Calculator (USA)"
"0xe6ad4032", "0x5098390b", "SPIDER-MAN",         "0x0000", "Amazing Spider-Man, The (USA, Europe)"
"0xda93eb6b", "0xc83fc9d9", "SPIDER-MAN 2",       "0x0000", "Spider-Man 2 (USA, Europe)"
"0xe8520a3f", "0x0b19cb62", "SPIDER-MAN 3 D",     "0x0000", "Spider-Man 3 - Invasion of the Spider-Slayers (USA, Europe)"
"0x347d411f", "0x2c3c3f3a", "SPIDERMAN XMEN",     "0x0000", "Spider-Man - X-Men (USA, Europe)"
"0x06cc2770", "0xa5d1abb5", "SPIROU",             "0x0000", "Spirou (Europe) (En,Fr,De,Es) (Beta), Spirou (Europe) (En,Fr,De,Es)"
"0x15f28040", "0x8f830b72", "SPLITZ",             "0x0000", "Splitz (Europe), Splitz - Nigaoe 15 Game (Japan)"
"0x3f64bfdd", "0x57fd200b", "SPORTS COLLECT",     "0x0000", "Sports Collection (Japan)"
"0x45178a83", "0x55dc3c10", "SPOT",               "0x0000", "Spot (USA)"
"0x4a997d84", "0xdf1d37ba", "SPOT",               "0x0000", "Spot (Europe)"
"0x74442121", "0x4a955242", "SPOT",               "0x0000", "Spot (Japan)"
"0x4291747d", "0x6fefe6f0", "SPOT COOL ADV",      "0x0000", "Spot - The Cool Adventure (Japan), Spot - The Cool Adventure (USA)"
"0xcc821227", "0x673d4aa8", "SPUDS ADVENTUR",     "0x0000", "Spud's Adventure (USA)"
"0x68c44806", "0x03f36702", "SPY VS SPY",         "0x0000", "Spy vs Spy - Operation Boobytrap (Europe)"
"0xe2606508", "0xeb0cb939", "SPY VS SPY",         "0x0000", "Spy vs Spy - Operation Boobytrap (USA)"
"0x3fa8ae15", "0x26585a34", "SQ DSV DMG",         "0x0000", "SeaQuest DSV (USA, Europe)"
"0x0ef71ab9", "0x097ea5fc", "SQUARE DEAL",        "0x0000", "Square Deal - The Game of Two-Dimensional Poker (USA)"
"0xad60273c", "0x517fe80d", "SRJ DMG",            "0x0000", "Super Star Wars - Return of the Jedi (USA, Europe)"
"0x407a84fd", "0x268b5f6a", "STAR SAVER",         "0x0000", "Adventures of Star Saver, The (USA, Europe)"
"0x546b697e", "0x788dddd9", "STAR STACKER",       "0x0000", "Kirby's Star Stacker (USA, Europe)"
"0x4ab23fac", "0x9c60f0db", "STAR SWEEP",         "0x0000", "Star Sweep (Japan)"
"0x5847aba7", "0xd51123d1", "STAR TREK",          "0x0000", "Star Trek - The Next Generation (USA, Europe)"
"0x8e639fef", "0xfaf20aa1", "STAR TREK",          "0x0000", "Star Trek - The Next Generation (Germany), Star Trek - The Next Generation (Spain)"
"0xcb86185b", "0xb6106c6a", "STAR TREK",          "0x0000", "Star Trek - 25th Anniversary (USA, Europe)"
"0xa15fc834", "0x04eb6502", "STAR WARS",          "0x0000", "Star Wars (Europe)"
"0xbbc44c9d", "0x0bddbe54", "STAR WARS",          "0x0000", "Star Wars (USA)"
"0x8d166437", "0xf13b4f29", "STAR WARS-NOA",      "0x0000", "Star Wars (USA, Europe) (Rev A)"
"0x27da5319", "0x44fa4836", "STARGATE",           "0x0000", "Stargate (USA, Europe)"
"0x718305f9", "0xfc6256a2", "STARHAWK",           "0x0000", "Star Hawk (Europe)"
"0xb35aa3e4", "0x24b79ea9", "STOP THAT ROAC",     "0x0000", "Stop That Roach! (USA)"
"0xc8b39994", "0x6c139fa7", "STREET FIGHTER",     "0x0000", "Street Fighter II (Japan), Street Fighter II (USA), Street Fighter II (USA, Europe) (Rev A)"
"0x656fd664", "0x2c4166fa", "STREET RACER",       "0x0000", "Street Racer (Japan), Street Racer (USA, Europe)"
"0x02080e70", "0x6700f0c6", "STUDYBOY KAN10",     "0x0000", "Doraemon no Study Boy 6 - Gakushuu Kanji Master 1006 (Japan)"
"0x5364ff23", "0x33b65960", "STUDYBOY KOKUG",     "0x0000", "Doraemon no Study Boy 4 - Shou ni Kokugo Kanji (Japan)"
"0x0264ccbe", "0x4e8db198", "STUDYBOY KUKU ",     "0x0000", "Doraemon no Study Boy 3 - Ku Ku Master (Japan)"
"0xe89a50f8", "0x28c3bef6", "STUDYBOY SANSU",     "0x0000", "Doraemon no Study Boy 5 - Shou 2 Sansuu Keisan (Japan)"
"0x23003667", "0x5d1c6630", "SUMO FIGHTER",       "0x0000", "Sumo Fighter (USA)"
"0x01ac4993", "0x17dce499", "SUMOU FIGHTER",      "0x0000", "Sumou Fighter - Toukaidou Basho (Japan)"
"0x4c11d435", "0xc1417140", "SUPER BATTLETA",     "0x0000", "Super Battletank - War in the Gulf (USA)"
"0x5a7b61f2", "0x96866554", "SUPER BATTLETA",     "0x0000", "Super Battletank (Europe)"
"0x24eebd5f", "0x33b501f1", "SUPER BLACK BA",     "0x0000", "Super Black Bass Pocket (Japan)"
"0xd1c952e9", "0xa458ce2a", "SUPER BLACK BA",     "0x0000", "Super Black Bass (USA)"
"0x9f3709e1", "0xa9733ab1", "SUPER BLUES",        "0x0000", "Blues Brothers, The - Jukebox Adventure (Europe)"
"0xe79f0d6b", "0x7836353a", "SUPER BOMBLISS",     "0x0000", "Super Bombliss (Japan)"
"0x7615d82a", "0x31ba34c6", "SUPER BREAKOUT",     "0x0000", "Super Breakout (USA)"
"0x0fd8ecc4", "0xa0c1f11c", "SUPER CHASE H.",     "0x0000", "Super Chase H.Q. (USA, Europe)"
"0x7ce34c03", "0xe3d0d2a8", "SUPER CHINESE ",     "0x0000", "Super Chinese Land 3 (Japan)"
"0x8fcd97c7", "0x15e5c401", "SUPER CHINESE ",     "0x0000", "Super Chinese Land 2 (Japan)"
"0x164ea5b7", "0xbbdd0442", "SUPER HUNCHBAC",     "0x0000", "Super Hunchback (Europe), Super Hunchback (Japan), Super Hunchback (USA)"
"0xd1a8162c", "0x35141065", "SUPER KICK OFF",     "0x0000", "Super Kick Off (Europe) (En,Fr,De,It,Nl)"
"0xe62ca19b", "0x5f45f44e", "SUPER MARIOLAN",     "0x0000", "Super Mario Land (World) (Rev A), Super Mario Land (World)"
"0x31a21f79", "0x7d826e7d", "SUPER MOMOTETU",     "0x0000", "Super Momotarou Dentetsu II (Japan)"
"0x6da5175a", "0xbbc815d4", "SUPER OFF ROAD",     "0x0000", "Super Off Road (USA, Europe)"
"0x06b23794", "0x720d114f", "SUPER RC PRO-A",     "0x0000", "Super R.C. Pro-Am (USA, Europe)"
"0x9695c12d", "0x9df12376", "SUPER ROBOT WA",     "0x0000", "Super Robot Taisen (Japan)"
"0xb032fec6", "0x6270881e", "SUPER SCRABBLE",     "0x0000", "Super Scrabble (USA)"
"0xf579ab5b", "0x7094e7bc", "SUPER SNAKEY",       "0x0000", "Super Snakey (Japan)"
"0x0e2275e6", "0x5d6759ce", "SUPERCHINESE 1",     "0x0000", "Super Chinese Land 1.2.3' (Japan)"
"0xd71175a0", "0xb4f0d1c4", "SUPERCHINESELA",     "0x0000", "Super Chinese Land (Japan)"
"0x7af93d05", "0x926ada11", "SUPERDONKEYKON",     "0x0000", "Super Donkey Kong GB (Japan)"
